BLEU,chrF,BERT-F1,dataset,translator,src_lang,tgt_lang,COMET
34.05220657827739,63.10161846745002,87.57529,ep,gpt,da,de,88.1731124818325
27.391397622045005,57.072334878766775,84.621475,ep,deepl,sv,it,86.86611071228981
26.156094816126533,54.64748064246408,85.327934,ep,gpt,da,pt,85.18512807786465
22.120703643113835,53.38000750881522,83.49524,ep,gpt,fi,nl,87.16458725023874
29.79741079178621,57.67398757768915,88.563614,flores,deepl,el,pt,86.95151950418949
34.58340374704937,60.690554634024906,88.2125,flores,deepl,el,da,89.20114485919476
30.20692977640192,56.65185565023126,85.45627,ep,deepl,es,el,89.61063377559185
33.09701955266675,61.66924271482821,87.52677,ep,gpt,sv,da,90.63760809600352
27.824569215656027,56.70808423279725,87.844604,flores,deepl,it,pt,87.99946369230747
35.746316754130646,63.45920434138797,87.272,ep,gpt,pt,es,87.47026863694191
33.32004581170699,60.47542989319256,86.21629,ep,deepl,it,fr,86.35650503635406
27.25131874158379,57.48022175806218,86.529,ep,gpt,de,sv,89.48301711678505
41.49928783580788,65.3563059265741,90.02989,flores,deepl,de,fr,87.14354841411114
24.686280627200997,53.02686807752319,85.25848,ep,gpt,sv,el,90.1223547309637
28.261688116762247,58.22858723715299,85.00022,ep,gpt,es,it,87.26994037628174
34.40574046910362,60.05298983949977,86.97239,ep,gpt,de,es,85.23731438070536
25.96131628536167,55.625737094667,83.87892,ep,gpt,pt,nl,85.19617296755314
44.50566611937004,67.30070334614436,90.656296,flores,deepl,da,fr,87.58025640249252
25.18313389519839,52.65927278792661,86.94823,flores,gpt,el,es,85.82275255024433
23.23338605053588,54.45656786557412,82.84624,ep,gpt,it,nl,85.08710316568613
36.97758042260227,62.25998453792791,88.709366,flores,deepl,fi,fr,87.82004961371422
38.25017648663524,63.91886259252429,89.26978,flores,gpt,sv,de,88.64769469201565
26.660309194905118,57.44113270615443,86.36173,flores,gpt,fr,nl,87.49514498561621
21.559751716183133,56.21152528940844,84.7086,ep,gpt,da,fi,91.1471743285656
46.35155414198255,70.6160031718856,91.415794,flores,gpt,en,sv,92.05156190693378
33.34741645811744,60.852129130401735,88.44191,flores,gpt,it,fr,87.38608586788177
27.57662194131473,57.835122656105455,86.55747,flores,gpt,pt,nl,87.52002240717411
24.417396973606277,58.53399976637712,85.974106,flores,gpt,fr,fi,91.77354662120342
25.597836710427448,60.60247853684405,86.36163,flores,deepl,sv,fi,92.37541522085668
25.87809427295303,53.153473859511415,87.36686,flores,deepl,pt,es,86.76848834753036
26.76895975563765,53.81452491606067,87.68245,flores,gpt,da,es,86.07728730142117
24.158031971738616,50.962436723932655,85.22448,flores,gpt,pt,el,88.88953620195389
21.7341944002217,53.94283972295767,83.74817,ep,gpt,it,sv,87.82176090031862
37.334801021040185,64.49325870496101,89.144226,flores,deepl,de,sv,91.02661526203156
25.929820938156315,55.20772893100804,84.2278,ep,gpt,it,pt,85.98561285436153
26.42765423193656,53.624324306211,84.38208,ep,deepl,de,el,88.92470407485962
32.86052695892521,62.36577388042456,86.68356,ep,deepl,es,de,85.6594321615994
27.18665113903418,56.63674658184178,84.21728,ep,deepl,de,it,85.50870530307293
55.54505517939692,75.49218404018818,93.97744,flores,gpt,pt,en,90.87980242073536
31.0014352168926,59.56715460196445,88.495575,flores,deepl,pt,it,89.3532168418169
28.687615855491103,56.791569703148525,84.537796,ep,deepl,pt,nl,85.24905923008919
34.10831677377479,61.50316450678508,88.163605,ep,gpt,el,en,86.66039648652077
32.3720337706934,59.606761963819096,86.89779,ep,gpt,sv,es,85.68677175790071
27.07845126966881,58.05473810491897,84.70355,ep,gpt,fr,it,87.5451131016016
36.655552747390495,62.711961255080936,89.08421,flores,gpt,fr,da,89.6287902444601
25.40395065303987,59.834235328026494,86.376755,flores,gpt,da,fi,92.2839449197054
38.41685600868511,64.04054431200846,89.39407,flores,deepl,fr,da,90.05118556320667
32.87180521194299,59.52385481847382,86.27047,ep,deepl,fr,da,88.25870694965124
31.61539394324072,59.36724417441113,87.378265,flores,deepl,el,de,86.15772108733654
21.968230758071726,49.505711816852944,84.265495,flores,deepl,fi,el,89.2128648608923
52.92581333409349,74.49479259298879,93.33915,flores,gpt,sv,en,90.79672074317932
19.90501460932688,55.81608948228601,84.4742,flores,deepl,es,fi,91.24369125068188
23.57464156184817,53.98327556584284,83.70784,ep,deepl,nl,sv,86.84095490723848
29.80866000833105,56.28414744136631,84.99481,ep,deepl,nl,fr,83.44881059229374
25.871846508542514,57.38947557847932,84.69214,ep,gpt,el,it,87.5316785893055
53.61012901193646,74.33098465409141,93.53352,flores,deepl,sv,en,90.8391395509243
27.403131020989917,54.36987097786151,85.34373,ep,gpt,da,el,89.50874833762646
36.78797850777234,63.210753101869166,89.03523,flores,gpt,pt,de,87.39589865505695
28.6402570464069,57.52893371613577,86.99113,flores,gpt,es,da,89.21978741884232
39.96364410459078,64.38735821166597,90.787094,flores,gpt,fr,pt,89.36734209954739
49.23013786630629,72.141299190807,92.84285,flores,deepl,de,en,90.27385631203651
35.88901312145152,61.10710637750005,89.624725,flores,gpt,el,pt,88.46081797778606
28.33988671191992,56.33484252069129,84.59578,ep,deepl,de,nl,86.75367546081543
24.520846401029843,59.51272482395567,86.00717,flores,gpt,sv,fi,91.92275899648666
26.915048445732943,56.01773647506749,84.50772,ep,gpt,it,da,87.89955176413059
30.970712483996827,57.31127934974255,85.70952,ep,deepl,de,pt,85.24406988173723
31.047434311962125,57.79252684129562,85.890526,ep,deepl,da,pt,85.89748823642731
37.58139415336123,63.59556665863503,88.00008,ep,gpt,el,es,86.96318723261356
30.341695464829872,59.977200885551895,85.879555,ep,deepl,es,it,87.98358190059662
38.86372343807158,64.65359210992393,89.441864,flores,gpt,da,de,88.51902711391449
39.8606782790255,63.692405923844696,88.91802,ep,deepl,sv,en,86.57976026833057
28.0570272276048,55.50196148086596,85.630005,ep,gpt,fr,el,89.92638830840588
36.41603774454008,61.96010847197393,87.61403,ep,gpt,es,da,89.05451925098896
26.387243417133668,53.69659440287848,83.77712,ep,deepl,nl,pt,83.72707984596491
25.35798782415442,52.21923990483926,85.433105,flores,deepl,de,el,88.75622393190861
19.018249394782757,54.92169697273032,83.727516,ep,gpt,sv,fi,91.07968744438917
27.86802244631609,56.99426047713315,84.82431,ep,gpt,en,nl,87.16294640302658
22.018027827067133,53.3598300984688,83.44508,ep,gpt,nl,it,85.73664678633213
28.484462739435106,55.38655006661729,85.325874,ep,gpt,nl,da,88.38192088901997
24.58624963633399,58.34450978118231,84.707146,ep,deepl,de,fi,90.79567450284958
27.102937119581817,57.05462102960688,86.3096,flores,deepl,pt,nl,87.25561781227589
37.518876704284125,63.29936670529981,88.97615,flores,deepl,sv,de,88.36709153652191
29.07291174896692,56.52201025117791,84.65081,ep,deepl,it,da,87.46686443686485
27.881856921330836,59.59687413968959,86.3549,ep,gpt,sv,de,87.41410739719868
20.54245915284898,48.72595579436791,83.81654,flores,deepl,es,el,88.29639780521393
27.571088599508755,57.83456320315361,86.38257,flores,deepl,es,sv,89.00811246037483
27.445810127766222,54.94436369699185,85.248535,ep,gpt,nl,es,84.13766168057919
19.83369110498071,55.04969879873437,83.15006,ep,deepl,it,fi,90.7300082743168
36.774190249967454,64.04761375547979,89.28698,flores,gpt,pt,sv,90.70479898154736
19.46410891521297,53.75802738643459,83.20132,ep,deepl,nl,fi,90.43516498804092
36.05842331363316,63.24690674063841,87.64969,ep,gpt,el,fr,86.40258258581161
37.1173517383525,61.80394239398345,87.726425,ep,deepl,da,es,86.29400669783354
34.81193817901884,61.17028518013103,87.30026,ep,deepl,sv,fr,85.30071002990007
23.42643791616796,55.69146161726378,85.34896,flores,gpt,it,nl,86.85010238736868
21.546739304386413,56.79012442708002,84.7999,flores,deepl,nl,fi,90.95921750366688
34.96004388966506,61.28520773204056,89.882645,flores,deepl,da,pt,88.19428525472942
43.06670984895605,66.73070214700569,90.31719,flores,deepl,sv,da,91.67039784789084
19.829690353041347,47.76989563966115,83.5536,flores,gpt,es,el,88.3839833587408
30.864241133309896,58.32961053695337,85.63956,ep,deepl,da,nl,86.88266691565514
24.206839514714797,54.8979438353084,83.85896,ep,deepl,it,sv,87.75839667767286
34.235265899166,58.672261566442096,86.51018,opus,deepl,en,pt,82.38863158226013
31.01214894854829,53.10679018159863,84.76654,opus,gpt,nl,en,80.87287762761116
40.30864375121718,63.22562284095971,86.01697,opus,deepl,en,fr,81.06481797993183
36.11612096825786,57.276781610968456,85.765625,opus,deepl,sv,en,80.99771996587515
30.98217504947852,54.541909428856464,84.49706,opus,gpt,en,de,80.98096817731857
38.85667292298236,63.75433033270177,86.64595,opus,deepl,en,da,85.33443972468376
36.26188741998149,57.66633870455392,85.78939,opus,deepl,de,en,81.45139168202877
25.13815153342444,55.83882855317411,81.0423,opus,deepl,en,fi,83.86035124212503
35.49045281187431,61.3098570502982,86.34948,opus,gpt,en,da,84.76875650137663
39.29445637828841,61.68832542888937,87.209885,opus,gpt,en,es,83.21322745084763
32.35556230158992,55.65706745620551,84.39149,opus,deepl,en,de,80.90846382081509
44.77857717033263,65.0652650692483,88.80635,opus,deepl,es,en,84.429089397192
30.348307757479184,54.97543806170986,84.03701,opus,gpt,en,nl,81.48383287340403
37.69407126975156,59.38023399006762,86.91432,opus,gpt,pt,en,83.89464361965656
32.57203380711056,50.90294324142707,83.410385,opus,deepl,fi,en,79.63564854115248
35.97985763880799,60.72394263016927,85.102196,opus,gpt,en,fr,81.49482542276382
40.481974454773045,61.541698976096704,87.47455,opus,deepl,da,en,83.59948985278606
29.557788068655523,55.33775644919808,85.512924,opus,gpt,en,pt,82.48608282953501
34.19816906142303,58.27664086724198,84.791626,opus,deepl,en,it,82.39148791879416
34.65736586590157,55.42487502488101,86.41727,opus,deepl,el,en,81.60878470540047
30.547283542676745,58.33456903160437,84.440155,opus,gpt,en,sv,82.32543458044529
32.1406398915101,55.97765688612688,84.28888,opus,deepl,en,nl,81.18752252310514
41.57299643017993,63.49138075005726,87.362236,opus,deepl,fr,en,82.903838776052
33.92623940568512,54.648074187029984,85.30137,opus,deepl,nl,en,79.9303847104311
36.83260424981307,57.88390639471746,87.12454,opus,gpt,it,en,82.81728986650705
33.19229876631784,54.43151581527489,86.478546,opus,gpt,el,en,82.3056889846921
40.15885289580548,60.75010028698951,87.92009,opus,deepl,pt,en,83.47794552892447
29.16554700484533,54.04765796222133,84.22003,opus,deepl,en,el,84.61976643651724
34.0412442424174,60.783735589334654,84.65263,opus,deepl,en,sv,82.57719306647778
20.24798505187473,51.41751278892121,80.635956,opus,gpt,en,fi,83.37390014529228
34.22000979595269,56.37443635568149,85.90674,opus,gpt,sv,en,81.19036263972521
28.310343139328783,52.37044458590383,84.0998,opus,gpt,en,el,84.11904487758875
43.10430025243696,63.976861765137,88.575,opus,gpt,es,en,84.55484200268984
37.83958743953605,58.3510155518206,86.78775,opus,deepl,it,en,82.40168116986752
34.95591750432628,57.330930333072615,86.002525,opus,gpt,de,en,81.5985263195089
32.27235399959699,57.12556510056227,85.03874,opus,gpt,en,it,82.71029927581549
39.515842972669056,62.19833182552048,87.198105,opus,gpt,fr,en,83.02347037941217
39.953311637078365,62.27923196143814,87.25573,opus,deepl,en,es,82.85995446890593
31.019250674744164,50.67010572120266,83.351906,opus,gpt,fi,en,79.92840293049812
37.54064296408391,59.71275717449187,87.397934,opus,gpt,da,en,83.65445195138454
